convo_id,msg_id,timestamp,full_text,affcon_rapport,sentence_id,speaker,reply_to,speaker_intention,receiver_perception,receiver,absolute_message_index,relative_message_index,year,game_score_speaker,game_score_receiver,game_score_delta,deception_quadrant,num_words,num_characters
Game11-italy-russia,Game11-italy-russia-11,280,lol usually not - Where are you looking to focus for now?,1,7070,russia-Game11,Game11-italy-russia-10,Truth,Truth,italy-Game11,280,11,1901,4,5,1,Straightforward,12,57
Game11-italy-russia,Game11-italy-russia-7,112,It's pretty neutral with both so far - perhaps you're leaning one way right now?,1,7069,russia-Game11,Game11-italy-russia-6,Truth,Truth,italy-Game11,112,7,1901,4,5,1,Straightforward,15,80
Game11-italy-russia,Game11-italy-russia-6,110,"Oh shucks, so much flattery right out of the gate.",1,7068,russia-Game11,Game11-italy-russia-5,Truth,Truth,italy-Game11,110,6,1901,4,5,1,Straightforward,10,50
Game11-italy-russia,Game11-italy-russia-1,64,Where are you planning to head first?,0,7067,russia-Game11,Game11-italy-russia-0,Truth,Truth,italy-Game11,64,1,1901,4,5,1,Straightforward,7,37
Game11-italy-russia,Game11-italy-russia-1,64,"Hi Italy, hope you're doing well!",1,7066,russia-Game11,Game11-italy-russia-0,Truth,Truth,italy-Game11,64,1,1901,4,5,1,Straightforward,6,33
Game11-austria-italy,Game11-austria-italy-128,1386,You should be able to get a build there from taking Warsaw and Vienna,0,7061,italy-Game11,Game11-austria-italy-127,Truth,Truth,austria-Game11,1386,128,1909,6,9,3,Straightforward,14,69
Game11-austria-italy,Game11-austria-italy-128,1386,I will stay out of Budapest.,0,7060,italy-Game11,Game11-austria-italy-127,Truth,Truth,austria-Game11,1386,128,1909,6,9,3,Straightforward,6,28
Game11-austria-italy,Game11-austria-italy-127,1377,Yeah Im gonna try and stop germany,1,7058,austria-Game11,Game11-austria-italy-126,Truth,Truth,italy-Game11,1377,127,1909,3,0,-3,Straightforward,7,35
Game11-austria-italy,Game11-austria-italy-126,1370,"I can probably get Turkey on board for this, France would have no choice but to accept",1,7057,italy-Game11,Game11-austria-italy-125,Truth,Truth,austria-Game11,1370,126,1908,6,9,3,Straightforward,17,86
Game11-austria-italy,Game11-austria-italy-125,1369,We can include you as one of the survivors in the draw,1,7056,italy-Game11,Game11-austria-italy-124,Truth,Truth,austria-Game11,1369,125,1908,6,9,3,Straightforward,12,54
Game11-austria-italy,Game11-austria-italy-124,1368,And that enables us to stalemate against Germany,1,7055,italy-Game11,Game11-austria-italy-123,Truth,Truth,austria-Game11,1368,124,1908,6,9,3,Straightforward,8,48
Game11-austria-italy,Game11-austria-italy-123,1367,If you can capture St Petersburg from Germany while holding on to Moscow,1,7054,italy-Game11,Game11-austria-italy-122,Truth,Truth,austria-Game11,1367,123,1908,6,9,3,Straightforward,13,72
Game11-austria-italy,Game11-austria-italy-121,1357,And a draw would likely be Germany plus whatever opposing alliance - occupying German territory would make you a key part of that draw alliance,1,7052,italy-Game11,Game11-austria-italy-120,Truth,Truth,austria-Game11,1357,121,1908,4,2,-2,Straightforward,25,143
Game11-austria-italy,Game11-austria-italy-120,1356,"Germany has pivoted strongly west, so they would not easily retake it",1,7051,italy-Game11,Game11-austria-italy-119,Truth,Truth,austria-Game11,1356,120,1908,4,2,-2,Straightforward,12,69
Game11-austria-italy,Game11-austria-italy-119,1355,"If your goal is to survive, you would be best placed in going into Moscow and then slipping into Scandinavia",1,7050,italy-Game11,Game11-austria-italy-118,Truth,Truth,austria-Game11,1355,119,1908,4,2,-2,Straightforward,20,108
Game11-austria-italy,Game11-austria-italy-118,1354,"So,, this is the point in the game where you probably need to start thinking about your goals",0,7049,italy-Game11,Game11-austria-italy-117,Truth,Truth,austria-Game11,1354,118,1908,4,2,-2,Straightforward,18,93
Game11-austria-italy,Game11-austria-italy-117,1334,I have a weird affection for playing it though,0,7048,austria-Game11,Game11-austria-italy-116,Truth,Truth,italy-Game11,1334,117,1908,6,8,2,Straightforward,9,46
Game11-austria-italy,Game11-austria-italy-117,1334,"Haha I appreciate it, Italy is obviously hard as well.",0,7047,austria-Game11,Game11-austria-italy-116,Truth,Truth,italy-Game11,1334,117,1908,6,8,2,Straightforward,10,54
Game11-austria-italy,Game11-austria-italy-116,1314,"Even if you're only aiming for second place or to survive and draw, you need to pick your partners well",0,7046,italy-Game11,Game11-austria-italy-115,Truth,Truth,austria-Game11,1314,116,1907,4,2,-2,Straightforward,20,103
Game11-austria-italy,Game11-austria-italy-115,1313,You basically need to play both sides with Russia and Turkey just to have a chance at winning,0,7045,italy-Game11,Game11-austria-italy-114,Truth,Truth,austria-Game11,1313,115,1907,4,2,-2,Straightforward,18,93
Game11-austria-italy,Game11-austria-italy-111,1302,"Not sure if now is the right time for ""told you sos"", but my statement that Italy-Austria conflict would ultimately lead to both of us going down seems pretty on the mark right now",0,7041,italy-Game11,Game11-austria-italy-110,Truth,Truth,austria-Game11,1302,111,1907,3,0,-3,Straightforward,34,180
Game11-austria-italy,Game11-austria-italy-110,1295,"Not really sure yet, I think this game is a lost cause for me",0,7040,austria-Game11,Game11-austria-italy-109,Truth,Truth,italy-Game11,1295,110,1907,6,9,3,Straightforward,14,61
Game11-austria-italy,Game11-austria-italy-109,1276,I assume you aim to push further in the Balkans?,1,7039,italy-Game11,Game11-austria-italy-108,Truth,Truth,austria-Game11,1276,109,1907,3,0,-3,Straightforward,10,48
Game11-austria-italy,Game11-austria-italy-106,1203,"Well, that's good news for me, if you don't mind me saying so",1,7037,italy-Game11,Game11-austria-italy-105,Truth,Truth,austria-Game11,1203,106,1906,3,-1,-4,Straightforward,13,61
Game11-austria-italy,Game11-austria-italy-103,1085,"I would be guarrenteed to take it, with no sc downside risk to you",1,7034,italy-Game11,Game11-austria-italy-102,Truth,Truth,austria-Game11,1085,103,1905,3,0,-3,Straightforward,14,66
Game11-austria-italy,Game11-austria-italy-102,1084,"With:
A Vie - Tyr
F Tri S A Rom-Ven",0,7033,italy-Game11,Game11-austria-italy-101,Truth,Truth,austria-Game11,1084,102,1905,3,0,-3,Straightforward,10,35
Game11-austria-italy,Game11-austria-italy-101,1083,"But that said, if you want to win back my trust, supporting me into Venice would be a great start",1,7032,italy-Game11,Game11-austria-italy-100,Truth,Truth,austria-Game11,1083,101,1905,3,0,-3,Straightforward,20,97
Game11-austria-italy,Game11-austria-italy-100,1082,Of course a cease fire is mutually beneficial enough that I'd have little doubts,0,7031,italy-Game11,Game11-austria-italy-99,Truth,Truth,austria-Game11,1082,100,1905,3,0,-3,Straightforward,14,80
Game11-austria-italy,Game11-austria-italy-99,1015,"I understand why you dont trust me, however notice that I have not helped France and dont actually want to see you off the board",1,7030,austria-Game11,Game11-austria-italy-98,Truth,Truth,italy-Game11,1015,99,1904,6,9,3,Straightforward,25,130
Game11-austria-italy,Game11-austria-italy-97,1002,Both of us have our backs against the wall,1,7028,italy-Game11,Game11-austria-italy-96,Truth,Truth,austria-Game11,1002,97,1904,3,0,-3,Straightforward,9,42
Game11-austria-italy,Game11-austria-italy-96,1001,"I don't trust you enough to seek an alliance, but wouldn't  a ceasefire be mutually beneficial?",1,7027,italy-Game11,Game11-austria-italy-95,Truth,Truth,austria-Game11,1001,96,1904,3,0,-3,Straightforward,16,95
Game11-austria-italy,Game11-austria-italy-95,1000,"France may defeat me, but most likely you wouldn't see any centers from that, and you won't win against Turkey and Germany",0,7026,italy-Game11,Game11-austria-italy-94,Truth,Truth,austria-Game11,1000,95,1904,3,0,-3,Straightforward,22,122
Game11-austria-italy,Game11-austria-italy-93,998,"So, you are now in conflict with all three of your allies",1,7024,italy-Game11,Game11-austria-italy-92,Truth,Truth,austria-Game11,998,93,1904,3,0,-3,Straightforward,12,57
Game11-austria-italy,Game11-austria-italy-90,848,"We opened this game stating that conflict between Italy and Austria is usually self-defeating, but it is hard for us to trust each other",1,7021,italy-Game11,Game11-austria-italy-89,Truth,Truth,austria-Game11,848,90,1903,5,5,0,Straightforward,24,136
Game11-austria-italy,Game11-austria-italy-88,816,I honestly just felt like I could use it better than you could.,1,7018,austria-Game11,Game11-austria-italy-87,Truth,Lie,italy-Game11,816,88,1903,5,5,0,Cassandra,13,63
Game11-austria-italy,Game11-austria-italy-88,816,Understandably you would be mad at me about it.,1,7017,austria-Game11,Game11-austria-italy-87,Truth,Lie,italy-Game11,816,88,1903,5,5,0,Cassandra,9,47
Game11-austria-italy,Game11-austria-italy-86,780,Although the fact that France is quite committed in the south and Germany in the east improves their position a lot,1,7015,italy-Game11,Game11-austria-italy-85,Truth,Truth,austria-Game11,780,86,1903,5,5,0,Straightforward,21,115
Game11-austria-italy,Game11-austria-italy-84,776,Yeah I reached out to england to see what they think about all of this,1,7013,austria-Game11,Game11-austria-italy-83,Truth,Truth,italy-Game11,776,84,1903,5,5,0,Straightforward,15,70
Game11-austria-italy,Game11-austria-italy-83,772,Just because Russia has a good shot at holding it if they can play England and Germany against each other,1,7012,italy-Game11,Game11-austria-italy-82,Truth,Truth,austria-Game11,772,83,1903,5,5,0,Straightforward,20,105
Game11-austria-italy,Game11-austria-italy-82,771,"Not immediately relevant to us, but I feel like Sweden will be interesting too",1,7011,italy-Game11,Game11-austria-italy-81,Truth,Truth,austria-Game11,771,82,1903,5,5,0,Straightforward,14,78
Game11-austria-italy,Game11-austria-italy-81,758,"Will do, we gotta take another russia center this year",1,7010,austria-Game11,Game11-austria-italy-80,Truth,Truth,italy-Game11,758,81,1903,5,5,0,Straightforward,10,54
Game11-austria-italy,Game11-austria-italy-77,751,"For now, he supported me into War which is nice so I will keep working with them",0,7005,austria-Game11,Game11-austria-italy-76,Truth,Truth,italy-Game11,751,77,1903,5,5,0,Straightforward,17,80
Game11-austria-italy,Game11-austria-italy-76,750,"Turkey has Sev in their pocket, which might open up a path to Moscow",1,7004,italy-Game11,Game11-austria-italy-75,Truth,Truth,austria-Game11,750,76,1903,5,5,0,Straightforward,14,68
Game11-austria-italy,Game11-austria-italy-74,748,Do you have Germany on your side as well?,0,7003,italy-Game11,Game11-austria-italy-73,Truth,Truth,austria-Game11,748,74,1903,5,5,0,Straightforward,9,41
Game11-austria-italy,Game11-austria-italy-72,746,"I'm concerned about what Turkey will do once Russia is defeated, but that's a question for another day",1,7002,italy-Game11,Game11-austria-italy-71,Truth,Truth,austria-Game11,746,72,1903,5,5,0,Straightforward,18,102
Game11-austria-italy,Game11-austria-italy-70,744,F Alb S A Gre H would be appreciated in my perspective,1,7000,italy-Game11,Game11-austria-italy-69,Truth,Truth,austria-Game11,744,70,1903,5,5,0,Straightforward,12,54
Game11-austria-italy,Game11-austria-italy-68,742,Should put me in position to push through WES starting fall while covering all my bases defeinsively,1,6997,italy-Game11,Game11-austria-italy-67,Truth,Truth,austria-Game11,742,68,1903,5,5,0,Straightforward,17,100
Game11-austria-italy,Game11-austria-italy-67,741,And then withdraw F EAS - ION,0,6996,italy-Game11,Game11-austria-italy-66,Truth,Truth,austria-Game11,741,67,1903,5,5,0,Straightforward,7,29
Game11-austria-italy,Game11-austria-italy-65,739,My thinking is that I'll go with the conservative option,1,6994,italy-Game11,Game11-austria-italy-64,Truth,Truth,austria-Game11,739,65,1903,5,5,0,Straightforward,10,56
Game11-austria-italy,Game11-austria-italy-64,738,"I most likely can't gain a supply center this year, but I should be able to gain ground as long as neither you nor Turkey stab me",1,6993,italy-Game11,Game11-austria-italy-63,Truth,Truth,austria-Game11,738,64,1903,5,5,0,Straightforward,27,129
Game11-austria-italy,Game11-austria-italy-63,718,Whatre you thinking for this season,1,6992,austria-Game11,Game11-austria-italy-62,Truth,Truth,italy-Game11,718,63,1903,5,5,0,Straightforward,6,36
Game11-austria-italy,Game11-austria-italy-62,707,I get that you need to expand somewhere,0,6991,austria-Game11,Game11-austria-italy-61,Truth,Truth,italy-Game11,707,62,1902,5,5,0,Straightforward,8,39
Game11-austria-italy,Game11-austria-italy-62,707,Do you think you can gain supply centers vs France?,1,6990,austria-Game11,Game11-austria-italy-61,Truth,Truth,italy-Game11,707,62,1902,5,5,0,Straightforward,10,51
Game11-austria-italy,Game11-austria-italy-61,706,I mean turkey knows that you and I are allied so I think that if you attack him then he will attack me.,0,6988,austria-Game11,Game11-austria-italy-60,Truth,Truth,italy-Game11,706,61,1902,5,5,0,Straightforward,23,103
Game11-austria-italy,Game11-austria-italy-60,704,"If you would rather coordinate with Turkey against Russia, I'm open to the idea of a southern triple as Turkey suggested",0,6987,italy-Game11,Game11-austria-italy-59,Truth,Truth,austria-Game11,704,60,1902,5,5,0,Straightforward,21,120
Game11-austria-italy,Game11-austria-italy-59,703,"I have moved against Turkey, but I am willing to back down to focus on France",1,6986,italy-Game11,Game11-austria-italy-58,Truth,Truth,austria-Game11,703,59,1902,5,5,0,Straightforward,16,77
Game11-austria-italy,Game11-austria-italy-58,697,However I view you as my most important ally which is why Im asking you about all this,1,6985,austria-Game11,Game11-austria-italy-57,Truth,Truth,italy-Game11,697,58,1902,5,5,0,Straightforward,18,87
Game11-austria-italy,Game11-austria-italy-57,696,Because I have to figure out whether or not I can use turkey as a short term ally vs Russia,1,6984,austria-Game11,Game11-austria-italy-56,Truth,Truth,italy-Game11,696,57,1902,5,5,0,Straightforward,20,91
Game11-austria-italy,Game11-austria-italy-57,696,Whatre you thinking in regards to that whole situation.,0,6983,austria-Game11,Game11-austria-italy-56,Truth,Truth,italy-Game11,696,57,1902,5,5,0,Straightforward,9,56
Game11-austria-italy,Game11-austria-italy-57,696,"I gotcha, so you are clearly going after Turkey right now but have to deal with France.",1,6982,austria-Game11,Game11-austria-italy-56,Truth,Truth,italy-Game11,696,57,1902,5,5,0,Straightforward,17,87
Game11-austria-italy,Game11-austria-italy-56,682,Which I will look at more carefully going forward,0,6981,italy-Game11,Game11-austria-italy-55,Truth,Truth,austria-Game11,682,56,1902,5,5,0,Straightforward,9,49
Game11-austria-italy,Game11-austria-italy-55,681,"I find Backstabbr's map interface hard to read, and didn't see it in the list of orders",0,6980,italy-Game11,Game11-austria-italy-54,Truth,Truth,austria-Game11,681,55,1902,5,5,0,Straightforward,17,87
Game11-austria-italy,Game11-austria-italy-55,681,"To put it simply, I missed that.",0,6979,italy-Game11,Game11-austria-italy-54,Truth,Truth,austria-Game11,681,55,1902,5,5,0,Straightforward,7,32
Game11-austria-italy,Game11-austria-italy-54,499,Why do you think they are still allied?,0,6978,austria-Game11,Game11-austria-italy-53,Truth,Truth,italy-Game11,499,54,1902,4,4,0,Straightforward,8,39
Game11-austria-italy,Game11-austria-italy-54,499,"Look at the moves from last turn, turkey tried to support me attacking Russia.",0,6977,austria-Game11,Game11-austria-italy-53,Truth,Truth,italy-Game11,499,54,1902,4,4,0,Straightforward,14,78
Game11-austria-italy,Game11-austria-italy-53,491,"I can still support A Serbia - Buglaria as well, if that helps",0,6976,italy-Game11,Game11-austria-italy-52,Truth,Truth,austria-Game11,491,53,1902,4,4,0,Straightforward,13,62
Game11-austria-italy,Game11-austria-italy-52,488,"Would appreciate you helping me to hold in Greece, and we'll need whatever help from Germany that we can get",1,6975,italy-Game11,Game11-austria-italy-51,Truth,Truth,austria-Game11,488,52,1902,4,4,0,Straightforward,20,108
Game11-austria-italy,Game11-austria-italy-51,487,So desperate times call for desperate measures - may need to do what needs to be done to stop the juggernaut,1,6974,italy-Game11,Game11-austria-italy-50,Truth,Truth,austria-Game11,487,51,1902,4,4,0,Straightforward,21,108
Game11-austria-italy,Game11-austria-italy-50,486,"Germany and France allying is not ideal for me, but I feel confident in observing that Turkey and Russia are allied as well",0,6973,italy-Game11,Game11-austria-italy-49,Truth,Truth,austria-Game11,486,50,1902,4,4,0,Straightforward,23,123
Game11-austria-italy,Game11-austria-italy-48,435,"Also Germany and France are allied, however Germany is also willing to help us out",1,6971,austria-Game11,Game11-austria-italy-47,Truth,Truth,italy-Game11,435,48,1902,4,4,0,Straightforward,15,82
Game11-austria-italy,Game11-austria-italy-47,432,If I support you holding in Gre then would you move that fleet into EAS?,1,6970,austria-Game11,Game11-austria-italy-46,Truth,Truth,italy-Game11,432,47,1902,4,4,0,Straightforward,15,72
Game11-austria-italy,Game11-austria-italy-47,432,So I am in a slightly sticky situation but I think I can get out of it.,1,6969,austria-Game11,Game11-austria-italy-46,Truth,Truth,italy-Game11,432,47,1902,4,4,0,Straightforward,17,71
Game11-austria-italy,Game11-austria-italy-44,387,"So in theory if we could not get germany to attack France, what kind of attack would you be comfortable with us making",1,6966,austria-Game11,Game11-austria-italy-43,Truth,Truth,italy-Game11,387,44,1902,4,4,0,Straightforward,23,118
Game11-austria-italy,Game11-austria-italy-42,380,"But basically I'm concerned about France's F Marseille, so a little nervous about committing both fleets east",0,6964,italy-Game11,Game11-austria-italy-41,Truth,Truth,austria-Game11,380,42,1902,4,4,0,Straightforward,17,109
Game11-austria-italy,Game11-austria-italy-40,378,If we can get Germany on board I'd feel a lot more comfortable with committing east,1,6962,italy-Game11,Game11-austria-italy-39,Truth,Truth,austria-Game11,378,40,1902,4,4,0,Straightforward,16,83
Game11-austria-italy,Game11-austria-italy-38,371,Because I trust you enough at this point to move Tri to Alb and then we will definitely be able to get Gre in the fall.,1,6960,austria-Game11,Game11-austria-italy-37,Truth,Truth,italy-Game11,371,38,1902,4,4,0,Straightforward,26,119
Game11-austria-italy,Game11-austria-italy-38,371,Unless youre worried about over extending yourself due to France.,1,6959,austria-Game11,Game11-austria-italy-37,Truth,Truth,italy-Game11,371,38,1902,4,4,0,Straightforward,10,66
Game11-austria-italy,Game11-austria-italy-38,371,Im willing to debate it but I had a different view on this turn.,0,6957,austria-Game11,Game11-austria-italy-37,Truth,Truth,italy-Game11,371,38,1902,4,4,0,Straightforward,14,65
Game11-austria-italy,Game11-austria-italy-36,364,Turkey will likely bounce me in EAS.,0,6954,italy-Game11,Game11-austria-italy-35,Truth,Truth,austria-Game11,364,36,1902,4,4,0,Straightforward,7,36
Game11-austria-italy,Game11-austria-italy-35,363,"With the build in Marseilles, France's goals are quite transparent",1,6953,italy-Game11,Game11-austria-italy-34,Truth,Truth,austria-Game11,363,35,1902,4,4,0,Straightforward,10,66
Game11-austria-italy,Game11-austria-italy-34,358,"France and Turkey are trying to get me to attack you, obviously I will not do that",1,6952,austria-Game11,Game11-austria-italy-33,Truth,Truth,italy-Game11,358,34,1902,4,4,0,Straightforward,17,82
Game11-austria-italy,Game11-austria-italy-33,341,You would definitely build a fleet in Nap and then move ION to EAS,1,6951,austria-Game11,Game11-austria-italy-32,Truth,Truth,italy-Game11,341,33,1901,4,4,0,Straightforward,14,66
Game11-austria-italy,Game11-austria-italy-32,340,And then hit Rumania in Spring?,1,6949,italy-Game11,Game11-austria-italy-31,Truth,Truth,austria-Game11,340,32,1901,4,4,0,Straightforward,6,31
Game11-austria-italy,Game11-austria-italy-31,339,"Germany builds in Berlin, you in Budapest",0,6948,italy-Game11,Game11-austria-italy-30,Truth,Truth,austria-Game11,339,31,1901,4,4,0,Straightforward,7,41
Game11-austria-italy,Game11-austria-italy-31,339,What does that look like in practice?,0,6947,italy-Game11,Game11-austria-italy-30,Truth,Truth,austria-Game11,339,31,1901,4,4,0,Straightforward,7,37
Game11-austria-italy,Game11-austria-italy-30,338,"I'm game for the Lepanto, and it seems Germany is on board as well",1,6946,italy-Game11,Game11-austria-italy-29,Truth,Truth,austria-Game11,338,30,1901,4,4,0,Straightforward,14,66
Game11-austria-italy,Game11-austria-italy-29,322,Id like to propose that you and I go full alliance,1,6945,austria-Game11,Game11-austria-italy-28,Truth,Truth,italy-Game11,322,29,1901,4,4,0,Straightforward,11,51
Game11-austria-italy,Game11-austria-italy-28,321,So turkey went back on their deal with me and tried to let russia get rum while they snuck into Gre.,0,6943,austria-Game11,Game11-austria-italy-27,Truth,Truth,italy-Game11,321,28,1901,4,4,0,Straightforward,21,100
Game11-austria-italy,Game11-austria-italy-27,314,Their move to the Black Sea was news to me,0,6942,italy-Game11,Game11-austria-italy-26,Truth,Truth,austria-Game11,314,27,1901,4,4,0,Straightforward,10,42
Game11-austria-italy,Game11-austria-italy-23,184,I would suggest to keep Turkey out of Greece and use Vienna to defend against Russia.,1,6937,italy-Game11,Game11-austria-italy-22,Truth,Truth,austria-Game11,184,23,1901,3,3,0,Straightforward,16,85
Game11-austria-italy,Game11-austria-italy-23,184,"I guess for this year, suggest that we do the Ven-Tri bounce again.",1,6936,italy-Game11,Game11-austria-italy-22,Truth,Truth,austria-Game11,184,23,1901,3,3,0,Straightforward,13,67
Game11-austria-italy,Game11-austria-italy-22,183,"In the event that the Juggernaut materializes however, my sense is that Germany would also be willing to support us",1,6935,italy-Game11,Game11-austria-italy-21,Truth,Truth,austria-Game11,183,22,1901,3,3,0,Straightforward,20,115
Game11-austria-italy,Game11-austria-italy-22,183,"Russia has committed pretty hard to the south, which is mildly concerning for both of us.",1,6934,italy-Game11,Game11-austria-italy-21,Truth,Truth,austria-Game11,183,22,1901,3,3,0,Straightforward,16,89
Game11-austria-italy,Game11-austria-italy-21,182,"Turkey and Russia bounced in the Black Sea, but that proves little since Juggernaut allies often go for that anyways",0,6933,italy-Game11,Game11-austria-italy-20,Truth,Truth,austria-Game11,182,21,1901,3,3,0,Straightforward,20,116
Game11-austria-italy,Game11-austria-italy-20,181,"Definitely agree that, assuming we can trust each other, the Austria-Italy alliance tends to be more stable than the Austria-Turkey one",0,6932,italy-Game11,Game11-austria-italy-19,Truth,Truth,austria-Game11,181,20,1901,3,3,0,Straightforward,21,135
Game11-austria-italy,Game11-austria-italy-19,170,Probably dont need to point this out but you allying with turkey would eventually lead to him attacking you unless you stabbed him first,1,6931,austria-Game11,Game11-austria-italy-18,Truth,Truth,italy-Game11,170,19,1901,3,3,0,Straightforward,24,137
Game11-austria-italy,Game11-austria-italy-18,168,If that is the case Id assume you would help me slow them down.,0,6930,austria-Game11,Game11-austria-italy-17,Truth,Truth,italy-Game11,168,18,1901,3,3,0,Straightforward,14,64
Game11-austria-italy,Game11-austria-italy-18,168,On that note I have heard rumors that turkey and Russia are gonna go for a juggernaut.,0,6929,austria-Game11,Game11-austria-italy-17,Truth,Truth,italy-Game11,168,18,1901,3,3,0,Straightforward,17,86
Game11-austria-italy,Game11-austria-italy-17,167,We would just stagnate until russia or turkey or both took us out.,1,6928,austria-Game11,Game11-austria-italy-16,Truth,Truth,italy-Game11,167,17,1901,3,3,0,Straightforward,13,66
Game11-austria-italy,Game11-austria-italy-17,167,I agree that Austria Italy is a war that often happens but never really works out for either side.,1,6927,austria-Game11,Game11-austria-italy-16,Truth,Truth,italy-Game11,167,17,1901,3,3,0,Straightforward,19,98
Game11-austria-italy,Game11-austria-italy-17,167,I 100% do not want to fight you.,1,6926,austria-Game11,Game11-austria-italy-16,Truth,Truth,italy-Game11,167,17,1901,3,3,0,Straightforward,8,32
Game11-austria-italy,Game11-austria-italy-16,127,"In that context, I'm pretty comfortable telling you that I don't plan to get greedy in year 1 - as long as I can secure Tunisia while keeping a secure defensive position, I'm happy",0,6925,italy-Game11,Game11-austria-italy-15,Truth,Truth,austria-Game11,127,16,1901,3,3,0,Straightforward,34,180
Game11-austria-italy,Game11-austria-italy-15,126,"It's a very different game for me if Russia gets into Galicia early, putting them and Turkey in place to roll the map, compared to if you and Turkey push Russia out of Rumania in year one",1,6924,italy-Game11,Game11-austria-italy-14,Truth,Truth,austria-Game11,126,15,1901,3,3,0,Straightforward,37,187
Game11-austria-italy,Game11-austria-italy-15,126,"In that sense, it helps for us to be open with each other.",0,6923,italy-Game11,Game11-austria-italy-14,Truth,Truth,austria-Game11,126,15,1901,3,3,0,Straightforward,13,58
Game11-austria-italy,Game11-austria-italy-14,125,"That's a big part of what makes these two countries so challenging for a lot of players, right?",0,6922,italy-Game11,Game11-austria-italy-13,Truth,Truth,austria-Game11,125,14,1901,3,3,0,Straightforward,18,95
Game11-austria-italy,Game11-austria-italy-14,125,"But it's also very hard for us to trust each other, since it's so easy to stab.",1,6921,italy-Game11,Game11-austria-italy-13,Truth,Truth,austria-Game11,125,14,1901,3,3,0,Straightforward,17,79
Game11-austria-italy,Game11-austria-italy-13,124,Austria and Italy are two countries which can easily fall into a mutually destructive war until they both get eaten by Turkey,0,6920,italy-Game11,Game11-austria-italy-12,Truth,Truth,austria-Game11,124,13,1901,3,3,0,Straightforward,22,125
Game11-austria-italy,Game11-austria-italy-12,123,But I think the Austria Italy relationship is bigger than that,1,6919,italy-Game11,Game11-austria-italy-11,Truth,Truth,austria-Game11,123,12,1901,3,3,0,Straightforward,11,62
Game11-austria-italy,Game11-austria-italy-11,122,"Even if they lie, it helps you get an early picture on who is trustworthy :p",0,6918,italy-Game11,Game11-austria-italy-10,Truth,Truth,austria-Game11,122,11,1901,3,3,0,Straightforward,16,76
Game11-austria-italy,Game11-austria-italy-11,122,I think in general it pays to know as much as possible about what everyone is doing.,0,6917,italy-Game11,Game11-austria-italy-10,Truth,Truth,austria-Game11,122,11,1901,3,3,0,Straightforward,17,84
Game11-austria-italy,Game11-austria-italy-10,101,Why do you need my moves?,1,6916,austria-Game11,Game11-austria-italy-9,Truth,Truth,italy-Game11,101,10,1901,3,3,0,Straightforward,6,25
Game11-austria-italy,Game11-austria-italy-9,100,And I would love to demilitarize Tyr for this year and we can talk about it again then,0,6915,austria-Game11,Game11-austria-italy-8,Truth,Truth,italy-Game11,100,9,1901,3,3,0,Straightforward,18,86
Game11-austria-italy,Game11-austria-italy-9,100,Okay the bounce sounds good.,1,6914,austria-Game11,Game11-austria-italy-8,Truth,Truth,italy-Game11,100,9,1901,3,3,0,Straightforward,5,28
Game11-austria-italy,Game11-austria-italy-8,89,"Is A Budapest going to Serbia, and is A Vienna going to Galicia or allowing Russia in?",1,6913,italy-Game11,Game11-austria-italy-7,Truth,Truth,austria-Game11,89,8,1901,3,3,0,Straightforward,17,86
Game11-austria-italy,Game11-austria-italy-8,89,Would like to get your thoughts on your other moves?,0,6912,italy-Game11,Game11-austria-italy-7,Truth,Truth,austria-Game11,89,8,1901,3,3,0,Straightforward,10,52
Game11-austria-italy,Game11-austria-italy-7,88,"Would like to suggest that we demilitarize Tyrolia, at least for year one as well",1,6911,italy-Game11,Game11-austria-italy-6,Truth,Truth,austria-Game11,88,7,1901,3,3,0,Straightforward,15,81
Game11-austria-italy,Game11-austria-italy-7,88,"I am perfectly comfortable with a Ven-Tri bounce, so no need for further discussion on that point.",1,6910,italy-Game11,Game11-austria-italy-6,Truth,Truth,austria-Game11,88,7,1901,3,3,0,Straightforward,17,98
Game11-austria-italy,Game11-austria-italy-6,78,If you can come up with a good alternative then I am fine with that but I dont see one.,1,6909,austria-Game11,Game11-austria-italy-5,Truth,Truth,italy-Game11,78,6,1901,3,3,0,Straightforward,20,88
Game11-austria-italy,Game11-austria-italy-6,78,I will be moving into Ven with Tri (traditional Austrian opening) and fully understand that you would go Ven to Tri as a response so that we bounce.,0,6908,austria-Game11,Game11-austria-italy-5,Truth,Truth,italy-Game11,78,6,1901,3,3,0,Straightforward,28,148
Game11-austria-italy,Game11-austria-italy-5,45,"And yes I would like peace on our front, I could have a three front war at any time so it would be great if you and I did not fight.",1,6906,austria-Game11,Game11-austria-italy-4,Truth,Truth,italy-Game11,45,5,1901,3,3,0,Straightforward,31,132
Game11-austria-italy,Game11-austria-italy-5,45,"I havent been told to do a Lepanto yet, who said that?",0,6905,austria-Game11,Game11-austria-italy-4,Truth,Truth,italy-Game11,45,5,1901,3,3,0,Straightforward,12,55
Game11-austria-italy,Game11-austria-italy-4,38,"At the very least, we can give one hell of a ride.",0,6904,italy-Game11,Game11-austria-italy-3,Truth,Truth,austria-Game11,38,4,1901,3,3,0,Straightforward,12,50
