feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,Input.deception_quadrant,Input.deception_quadrant_cat,affcon_gamemove,affcon_reasoning,affcon_rapport,affcon_shareinformation,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,14,14.58,7.67,99,99,14,14.29,92.86,64.29,7.14,7.14,0,0,0,0,7.14,0,14.29,0,21.43,7.14,7.14,7.14,21.43,7.14,0,0,0,0,7.14,7.14,0,0,0,0,7.14,0,0,0,0,21.43,0,0,0,7.14,0,14.29,7.14,0,0,7.14,7.14,7.14,0,0,0,7.14,0,0,7.14,0,0,0,14.29,7.14,21.43,0,14.29,7.14,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Straightforward,1,1,1,1,1,19,49.71,50,50.35,25.77,19,10.53,78.95,57.89,31.58,21.05,10.53,0,0,10.53,0,10.53,10.53,10.53,5.26,0,5.26,0,15.79,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,10.53,10.53,10.53,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,10.53,10.53,5.26,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,5.26,0,0,0,0,0,0,0,5.26,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,25,21.49,50,69.14,1,25,8,84,56,20,8,4,4,0,0,0,12,4,8,12,8,4,0,28,4,0,4,0,0,12,4,8,4,0,0,4,0,0,0,0,12,0,0,8,8,0,4,4,4,0,0,0,0,0,0,0,8,4,0,0,4,0,0,16,8,24,8,16,4,0,0,0,0,0,0,8,0,4,0,4,0,16,4,4,0,0,0,0,0,0,0,8,0
0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,14,29.3,23.75,1.06,25.77,14,35.71,78.57,57.14,14.29,7.14,0,0,0,0,7.14,7.14,0,14.29,21.43,0,0,7.14,28.57,0,0,7.14,0,0,0,0,0,0,0,0,7.14,0,0,0,0,28.57,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,7.14,7.14,0,0,0,0,0,0,0,14.29,0
0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,5,1,2.31,43.37,25.77,5,40,80,60,20,0,0,0,0,0,0,20,0,0,20,20,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,21,5.89,50,2.82,1,21,9.52,85.71,61.9,28.57,19.05,9.52,0,0,9.52,0,9.52,0,14.29,9.52,9.52,9.52,0,14.29,4.76,0,0,0,0,9.52,0,9.52,0,9.52,0,14.29,0,0,0,9.52,9.52,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,14.29,0,4.76,9.52,0,0,4.76,9.52,4.76,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,13,82.82,22.08,94.81,99,13,7.69,84.62,46.15,15.38,7.69,7.69,0,0,0,0,7.69,7.69,15.38,7.69,0,7.69,0,15.38,7.69,7.69,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,23.08,0,23.08,0,0,0,0,15.38,7.69,23.08,7.69,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,23.08,7.69,7.69,0,0,0,0,0,0,7.69,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,34,67.21,1.98,66.34,1.76,34,5.88,85.29,58.82,14.71,11.76,11.76,0,0,0,0,2.94,5.88,17.65,11.76,2.94,5.88,2.94,14.71,5.88,5.88,0,2.94,11.76,2.94,0,2.94,2.94,0,0,2.94,0,0,0,0,23.53,5.88,0,5.88,8.82,0,8.82,2.94,2.94,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,2.94,11.76,2.94,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,2.94,0,0,0,0,0,0,0,2.94,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Straightforward,1,1,1,1,0,15,3.34,99,43.37,99,15,20,100,73.33,26.67,20,0,0,6.67,0,13.33,6.67,6.67,6.67,20,13.33,0,0,26.67,0,0,0,0,0,6.67,6.67,0,0,0,0,20,0,0,0,0,20,13.33,0,6.67,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,6.67,0,6.67,0,0,0,6.67,13.33,20,13.33,0,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,35,29.3,12.66,13.15,78.19,35,11.43,85.71,71.43,17.14,5.71,2.86,2.86,0,0,0,11.43,11.43,14.29,22.86,5.71,2.86,5.71,22.86,2.86,2.86,0,2.86,2.86,2.86,2.86,0,0,0,0,2.86,0,0,0,0,11.43,0,0,2.86,0,0,8.57,2.86,2.86,0,0,0,0,0,0,0,8.57,2.86,5.71,2.86,2.86,0,0,20,0,5.71,0,0,5.71,0,0,0,0,0,0,0,0,0,0,0,0,8.57,2.86,2.86,0,0,0,0,0,0,2.86,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,8,38.6,1,74.76,25.77,8,25,87.5,37.5,12.5,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,0,12.5,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,25,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,25,12.5,0,0,12.5,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,36,86.43,39.05,74.76,25.77,36,19.44,86.11,58.33,13.89,11.11,5.56,0,2.78,0,2.78,2.78,11.11,16.67,8.33,2.78,5.56,2.78,13.89,0,0,0,0,2.78,5.56,2.78,2.78,0,2.78,0,5.56,0,0,0,0,13.89,0,2.78,2.78,5.56,5.56,2.78,0,0,0,0,2.78,2.78,0,0,0,8.33,0,5.56,2.78,2.78,0,2.78,11.11,2.78,19.44,5.56,8.33,5.56,0,0,0,0,0,0,0,0,0,0,0,0,5.56,2.78,2.78,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,16,1.92,26.6,35.37,1,16,25,87.5,75,25,18.75,12.5,6.25,0,0,0,6.25,6.25,12.5,25,6.25,6.25,6.25,31.25,6.25,0,0,0,0,6.25,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,6.25,6.25,0,0,0,0,25,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Straightforward,1,1,1,0,0,22,69.94,98.8,31.94,99,22,13.64,90.91,54.55,18.18,18.18,0,0,9.09,0,9.09,0,4.55,18.18,13.64,0,4.55,0,22.73,0,0,0,4.55,4.55,13.64,13.64,0,0,0,0,18.18,0,0,0,0,22.73,0,4.55,9.09,13.64,4.55,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.73,9.09,22.73,4.55,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,0,0,0,0,0,4.55,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,13,10.57,1.07,63.54,25.77,13,0,100,69.23,23.08,7.69,0,0,0,0,7.69,15.38,15.38,7.69,15.38,0,7.69,15.38,23.08,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,15.38,0,0,7.69,7.69,0,15.38,0,0,0,0,0,0,0,0,0,7.69,0,0,0,7.69,0,0,23.08,0,15.38,0,7.69,7.69,0,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Straightforward,1,1,1,0,1,21,87.62,7.67,68.01,1,21,14.29,80.95,57.14,14.29,9.52,9.52,0,0,0,0,4.76,14.29,14.29,4.76,4.76,4.76,4.76,9.52,0,0,0,0,0,4.76,0,4.76,4.76,0,0,4.76,0,0,0,0,9.52,0,0,4.76,0,0,4.76,0,0,0,0,0,0,0,0,0,4.76,0,0,4.76,0,0,0,19.05,0,14.29,9.52,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,0,20,1,84.14,74.76,99,20,25,100,70,30,20,5,0,5,0,10,10,5,5,15,15,10,5,25,5,0,0,0,0,15,10,0,0,0,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,25,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,20,5,5,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,13,65.46,6.21,63.54,25.77,13,23.08,92.31,69.23,15.38,15.38,7.69,0,0,0,7.69,0,15.38,15.38,7.69,15.38,0,7.69,7.69,0,0,7.69,7.69,7.69,0,0,0,0,0,0,7.69,0,0,0,0,30.77,7.69,7.69,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.77,7.69,7.69,0,0,0,0,0,0,15.38,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,9,46.37,98.62,58.07,25.77,9,0,100,66.67,33.33,22.22,11.11,0,11.11,0,0,11.11,11.11,11.11,11.11,0,0,0,33.33,11.11,11.11,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,24,11.86,99,1,92.4,24,8.33,91.67,70.83,29.17,29.17,4.17,0,12.5,0,12.5,0,0,20.83,20.83,8.33,0,0,29.17,0,0,0,0,0,4.17,4.17,0,0,0,0,33.33,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,8.33,4.17,0,0,4.17,0,4.17,16.67,0,4.17,0,0,4.17,0,0,0,0,0,0,4.17,0,0,4.17,0,0,12.5,0,8.33,0,0,0,0,0,0,4.17,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Straightforward,1,,,,1,11,4.01,3.48,99,25.77,11,0,90.91,81.82,27.27,18.18,18.18,0,0,0,0,9.09,0,18.18,27.27,9.09,0,0,27.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,9.09,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,15,8.69,90.87,98.01,99,15,6.67,100,73.33,26.67,13.33,0,13.33,0,0,0,13.33,0,20,13.33,6.67,6.67,6.67,20,0,0,6.67,0,6.67,13.33,13.33,0,0,0,0,13.33,0,0,0,0,20,0,6.67,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,13.33,13.33,0,0,0,0,6.67,13.33,0,26.67,6.67,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,16,97.36,73.4,35.37,1,16,37.5,81.25,43.75,6.25,6.25,0,0,0,0,6.25,0,6.25,18.75,6.25,0,6.25,0,12.5,0,6.25,0,0,6.25,6.25,0,6.25,6.25,0,0,6.25,0,0,0,0,25,0,0,0,25,0,0,6.25,0,6.25,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,6.25,0,18.75,0,12.5,6.25,0,0,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Straightforward,1,0,0,1,0,17,1,1,66.34,99,17,5.88,94.12,76.47,29.41,17.65,17.65,0,0,0,0,11.76,5.88,11.76,17.65,17.65,11.76,0,23.53,0,0,0,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,11.76,0,0,0,11.76,0,0,23.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,,8,11.86,99,1,99,8,25,87.5,75,25,25,0,0,12.5,12.5,0,0,12.5,12.5,12.5,12.5,0,12.5,25,0,0,0,0,0,12.5,12.5,0,0,0,0,25,0,0,0,12.5,12.5,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,12.5,0,0,25,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,27,56.91,22.95,58.07,1,27,14.81,88.89,55.56,22.22,14.81,11.11,0,0,0,3.7,7.41,3.7,18.52,11.11,0,7.41,0,11.11,7.41,7.41,0,0,0,11.11,3.7,7.41,0,3.7,3.7,7.41,0,0,0,0,14.81,0,3.7,0,0,7.41,3.7,0,0,0,0,0,0,0,0,0,11.11,0,7.41,3.7,0,0,7.41,3.7,7.41,7.41,0,3.7,3.7,0,0,0,0,0,0,3.7,0,3.7,0,0,0,7.41,3.7,0,0,0,0,0,0,0,3.7,0,0
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Straightforward,1,1,1,1,1,17,1,1,91.95,25.77,17,5.88,100,70.59,35.29,17.65,17.65,0,0,0,0,17.65,0,5.88,23.53,0,11.76,5.88,35.29,5.88,0,0,0,0,11.76,5.88,5.88,0,5.88,0,0,0,0,0,0,17.65,5.88,5.88,0,0,0,5.88,5.88,0,0,0,11.76,5.88,0,0,5.88,11.76,0,5.88,0,5.88,0,11.76,23.53,5.88,0,0,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,17.65,5.88,0,0,0,0,0,0,0,11.76,0,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Straightforward,1,0,1,1,0,10,8.69,15.86,93.3,99,10,20,90,50,10,0,0,0,0,0,0,10,0,10,20,10,10,0,30,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,10,0,0,0,10,0,0,0,10,10,0,0,10,0,0,10,10,0,30,10,10,10,0,0,0,0,0,0,10,0,10,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Straightforward,1,0,1,1,0,40,97.87,50,15.86,99,40,7.5,82.5,52.5,10,10,5,0,5,0,0,0,5,25,7.5,0,2.5,2.5,17.5,10,5,0,0,5,7.5,7.5,0,0,0,0,7.5,0,0,0,0,15,0,2.5,5,2.5,5,5,0,0,0,0,0,0,0,0,0,7.5,2.5,2.5,0,2.5,0,0,17.5,0,10,2.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,2.5,5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,8,93.26,50,1,99,8,37.5,75,50,0,0,0,0,0,0,0,0,25,0,12.5,12.5,0,0,12.5,12.5,0,0,12.5,0,12.5,12.5,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,12.5,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,37.5,12.5,0,0,0,0,0,0,0,0,25,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,9,46.37,13.32,4.97,99,9,22.22,77.78,44.44,22.22,11.11,11.11,0,0,0,0,11.11,11.11,11.11,11.11,11.11,0,0,11.11,11.11,0,0,0,11.11,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,11.11,0,0,0,0,0,0,0,0,0,11.11
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Straightforward,1,1,1,0,1,8,1,99,1,1,8,25,87.5,62.5,50,12.5,0,0,12.5,0,0,37.5,0,0,12.5,12.5,0,0,25,12.5,0,12.5,0,0,12.5,0,12.5,0,12.5,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,12.5,0,0,12.5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,8,11.86,99,1,25.77,8,0,100,62.5,37.5,12.5,0,0,0,0,12.5,25,12.5,0,12.5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,0,0,12.5,0,12.5,0,0,0,0,25,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,25,12.5,12.5,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,23,88.21,33.19,9.25,25.77,23,17.39,82.61,52.17,13.04,8.7,4.35,0,0,0,4.35,4.35,8.7,17.39,4.35,8.7,4.35,0,17.39,0,0,0,0,4.35,8.7,4.35,4.35,4.35,4.35,0,4.35,0,0,0,0,13.04,0,0,4.35,13.04,0,0,0,0,0,0,4.35,0,0,0,4.35,17.39,0,8.7,4.35,4.35,4.35,4.35,8.7,8.7,13.04,0,13.04,4.35,4.35,0,0,0,0,0,4.35,4.35,0,0,0,0,13.04,4.35,4.35,0,0,0,0,0,0,4.35,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,Straightforward,1,1,0,1,1,18,18.82,99,1,98.27,18,0,88.89,72.22,33.33,27.78,0,0,11.11,0,16.67,5.56,5.56,16.67,22.22,0,0,0,27.78,0,0,5.56,0,0,5.56,5.56,0,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,11.11,0,0,22.22,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,5.56,0,0,5.56,0,0,0,5.56,0,0
0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,14,1,92.33,1,25.77,14,14.29,92.86,57.14,21.43,21.43,0,7.14,7.14,7.14,0,0,0,7.14,21.43,0,7.14,14.29,50,0,0,0,0,0,14.29,7.14,7.14,7.14,0,0,21.43,0,0,0,7.14,21.43,7.14,0,7.14,7.14,0,7.14,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,42.86,7.14,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,0,0,0
0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,Straightforward,1,1,1,1,1,23,60.05,66.81,1,1,23,17.39,73.91,52.17,8.7,8.7,0,8.7,0,0,0,0,13.04,8.7,17.39,0,13.04,0,26.09,0,0,0,0,0,13.04,4.35,8.7,0,4.35,4.35,8.7,0,0,0,0,13.04,0,0,8.7,4.35,0,8.7,0,0,0,0,4.35,4.35,0,0,0,17.39,8.7,4.35,0,4.35,4.35,4.35,13.04,0,4.35,0,0,4.35,0,0,0,0,0,0,4.35,4.35,0,0,0,0,13.04,4.35,0,0,0,0,0,0,0,8.7,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Straightforward,1,0,0,0,1,10,78.3,84.14,1,99,10,20,90,50,10,0,0,0,0,0,0,10,10,10,20,0,0,0,30,10,10,10,10,10,10,10,0,0,0,0,10,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,10,0,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Straightforward,1,1,1,1,1,12,99,50,74.76,99,12,8.33,83.33,50,8.33,8.33,8.33,0,0,0,0,0,8.33,25,0,8.33,0,0,8.33,0,8.33,0,0,0,8.33,8.33,0,0,0,0,8.33,0,0,0,0,8.33,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,8.33,8.33,0,0,0,0,0,0,16.67,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Straightforward,1,1,1,1,1,17,59.32,50,66.34,99,17,17.65,76.47,58.82,17.65,11.76,5.88,0,0,0,5.88,5.88,5.88,17.65,5.88,11.76,5.88,0,5.88,5.88,0,0,0,0,11.76,11.76,0,0,0,0,11.76,0,0,0,0,17.65,0,0,0,0,11.76,5.88,0,0,0,0,0,0,0,0,0,11.76,5.88,0,5.88,0,0,0,5.88,0,11.76,0,11.76,0,0,5.88,0,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Straightforward,1,1,1,1,1,21,29.3,68.29,68.01,1,21,0,90.48,76.19,28.57,23.81,9.52,0,0,0,14.29,4.76,0,23.81,23.81,0,0,0,28.57,9.52,9.52,0,0,4.76,4.76,0,4.76,4.76,0,0,19.05,0,0,0,0,4.76,0,0,0,0,0,4.76,4.76,0,4.76,0,0,0,0,0,0,4.76,0,0,0,0,4.76,0,14.29,0,9.52,0,9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,12,62.04,1,74.76,1,12,25,83.33,50,0,0,0,0,0,0,0,0,16.67,0,8.33,8.33,8.33,8.33,16.67,8.33,0,0,0,0,16.67,0,16.67,0,16.67,0,0,0,0,0,0,33.33,8.33,0,8.33,16.67,0,16.67,0,0,0,0,0,0,0,0,0,16.67,0,8.33,0,8.33,0,0,8.33,8.33,8.33,0,0,8.33,0,0,0,0,8.33,0,8.33,8.33,0,0,0,0,16.67,8.33,8.33,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Straightforward,1,1,0,1,1,12,18.82,4.8,23.51,1,12,50,66.67,41.67,0,0,0,0,0,0,0,0,0,8.33,16.67,8.33,8.33,8.33,16.67,8.33,0,0,0,0,8.33,0,8.33,8.33,0,0,8.33,0,0,0,0,25,0,0,0,8.33,0,16.67,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,Straightforward,1,1,1,1,1,26,54.88,22.08,63.54,25.77,26,19.23,92.31,65.38,11.54,7.69,3.85,0,0,0,3.85,3.85,15.38,11.54,11.54,3.85,15.38,3.85,15.38,7.69,3.85,0,0,0,7.69,3.85,3.85,0,3.85,0,11.54,0,0,0,0,19.23,3.85,3.85,7.69,7.69,3.85,11.54,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,11.54,0,11.54,0,7.69,3.85,0,0,0,0,0,3.85,3.85,0,0,0,0,3.85,23.08,3.85,11.54,0,0,0,0,0,0,7.69,0,0
