,feature_politeness_==Please==,feature_politeness_==Please_start==,feature_politeness_==HASHEDGE==,feature_politeness_==Indirect_(btw)==,feature_politeness_==Hedges==,feature_politeness_==Factuality==,feature_politeness_==Deference==,feature_politeness_==Gratitude==,feature_politeness_==Apologizing==,feature_politeness_==1st_person_pl.==,feature_politeness_==1st_person==,feature_politeness_==1st_person_start==,feature_politeness_==2nd_person==,feature_politeness_==2nd_person_start==,feature_politeness_==Indirect_(greeting)==,feature_politeness_==Direct_question==,feature_politeness_==Direct_start==,feature_politeness_==HASPOSITIVE==,feature_politeness_==HASNEGATIVE==,feature_politeness_==SUBJUNCTIVE==,feature_politeness_==INDICATIVE==,msg_id
Game7-austria-italy-51,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,Game7-austria-italy-51
Game7-austria-italy-53,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Game7-austria-italy-53
Game7-austria-italy-55,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Game7-austria-italy-55
Game7-austria-italy-64,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-austria-italy-64
Game7-austria-italy-66,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,Game7-austria-italy-66
Game7-austria-italy-69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game7-austria-italy-69
Game7-austria-italy-77,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game7-austria-italy-77
Game7-austria-italy-84,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game7-austria-italy-84
Game7-austria-italy-129,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,Game7-austria-italy-129
Game7-italy-russia-3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,Game7-italy-russia-3
Game7-italy-russia-10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game7-italy-russia-10
Game7-italy-russia-18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,Game7-italy-russia-18
Game7-italy-russia-23,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,Game7-italy-russia-23
Game7-italy-russia-26,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,Game7-italy-russia-26
Game7-italy-russia-29,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,Game7-italy-russia-29
Game7-italy-russia-32,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-italy-russia-32
Game7-italy-russia-38,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-italy-russia-38
Game7-italy-russia-42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Game7-italy-russia-42
Game7-italy-russia-47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-italy-russia-47
Game7-italy-russia-56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-italy-russia-56
Game7-italy-russia-59,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-italy-russia-59
Game7-italy-russia-61,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-italy-russia-61
Game7-italy-russia-63,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-italy-russia-63
Game7-england-italy-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-england-italy-3
Game7-turkey-italy-2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-turkey-italy-2
Game7-austria-germany-0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,Game7-austria-germany-0
Game7-austria-germany-3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,Game7-austria-germany-3
Game7-austria-germany-13,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Game7-austria-germany-13
Game7-austria-germany-16,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-austria-germany-16
Game7-austria-germany-20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Game7-austria-germany-20
Game7-austria-germany-23,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,Game7-austria-germany-23
Game7-austria-germany-24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-austria-germany-24
Game7-austria-germany-29,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-austria-germany-29
Game7-germany-russia-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,Game7-germany-russia-1
Game7-germany-russia-5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-germany-russia-5
Game7-germany-russia-10,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game7-germany-russia-10
Game7-germany-russia-13,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-germany-russia-13
Game7-germany-russia-17,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,Game7-germany-russia-17
Game7-germany-russia-18,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game7-germany-russia-18
Game7-germany-russia-22,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-germany-russia-22
Game7-germany-russia-24,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-germany-russia-24
Game7-germany-russia-31,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,Game7-germany-russia-31
Game7-germany-russia-36,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-germany-russia-36
Game7-germany-russia-37,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-germany-russia-37
Game7-germany-russia-45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-germany-russia-45
Game7-germany-russia-46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-germany-russia-46
Game7-germany-russia-48,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,Game7-germany-russia-48
Game7-germany-russia-49,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-germany-russia-49
Game7-germany-russia-56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Game7-germany-russia-56
Game7-germany-russia-63,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Game7-germany-russia-63
Game7-germany-russia-73,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-germany-russia-73
Game7-germany-russia-75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game7-germany-russia-75
Game7-england-germany-8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,Game7-england-germany-8
Game7-england-germany-15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Game7-england-germany-15
Game7-england-germany-17,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,Game7-england-germany-17
Game7-england-germany-21,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-england-germany-21
Game7-england-germany-23,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,Game7-england-germany-23
Game7-england-germany-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-england-germany-24
Game7-england-germany-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-germany-26
Game7-england-germany-32,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,Game7-england-germany-32
Game7-england-germany-36,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game7-england-germany-36
Game7-england-germany-37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,Game7-england-germany-37
Game7-england-germany-40,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Game7-england-germany-40
Game7-england-germany-41,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-germany-41
Game7-england-germany-44,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game7-england-germany-44
Game7-england-germany-45,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-germany-45
Game7-england-germany-46,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-germany-46
Game7-england-germany-47,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-england-germany-47
Game7-england-germany-57,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game7-england-germany-57
Game7-england-germany-58,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,Game7-england-germany-58
Game7-england-germany-59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game7-england-germany-59
Game7-england-germany-61,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-germany-61
Game7-england-germany-64,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game7-england-germany-64
Game7-turkey-germany-2,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-germany-2
Game7-turkey-germany-3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,Game7-turkey-germany-3
Game7-turkey-germany-9,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,Game7-turkey-germany-9
Game7-turkey-germany-10,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,Game7-turkey-germany-10
Game7-turkey-germany-20,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-turkey-germany-20
Game7-germany-france-3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game7-germany-france-3
Game7-germany-france-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Game7-germany-france-5
Game7-germany-france-15,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,Game7-germany-france-15
Game7-germany-france-16,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Game7-germany-france-16
Game7-germany-france-18,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Game7-germany-france-18
Game7-germany-france-21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-germany-france-21
Game7-germany-france-22,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game7-germany-france-22
Game7-germany-france-24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game7-germany-france-24
Game7-germany-france-27,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,Game7-germany-france-27
Game7-germany-france-44,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-germany-france-44
Game7-germany-france-52,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-germany-france-52
Game7-germany-france-55,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,Game7-germany-france-55
Game7-germany-france-56,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-germany-france-56
Game7-germany-france-59,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game7-germany-france-59
Game7-germany-france-60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-germany-france-60
Game7-germany-france-61,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Game7-germany-france-61
Game7-germany-france-65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-germany-france-65
Game7-germany-france-80,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Game7-germany-france-80
Game7-germany-france-82,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-germany-france-82
Game7-germany-france-85,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,Game7-germany-france-85
Game7-germany-france-86,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-germany-france-86
Game7-germany-france-88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-germany-france-88
Game7-austria-russia-3,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-austria-russia-3
Game7-austria-russia-4,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,Game7-austria-russia-4
Game7-austria-russia-6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-austria-russia-6
Game7-austria-russia-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Game7-austria-russia-8
Game7-austria-russia-21,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,Game7-austria-russia-21
Game7-austria-russia-22,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,Game7-austria-russia-22
Game7-austria-russia-24,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,Game7-austria-russia-24
Game7-austria-russia-26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,Game7-austria-russia-26
Game7-austria-russia-27,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,Game7-austria-russia-27
Game7-austria-russia-32,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,Game7-austria-russia-32
Game7-austria-russia-33,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,Game7-austria-russia-33
Game7-austria-russia-35,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,Game7-austria-russia-35
Game7-austria-russia-39,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,Game7-austria-russia-39
Game7-austria-russia-43,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,Game7-austria-russia-43
Game7-austria-russia-44,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-austria-russia-44
Game7-austria-russia-45,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,Game7-austria-russia-45
Game7-austria-russia-48,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-austria-russia-48
Game7-austria-russia-50,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,Game7-austria-russia-50
Game7-austria-russia-52,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Game7-austria-russia-52
Game7-austria-russia-58,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,Game7-austria-russia-58
Game7-austria-russia-59,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-austria-russia-59
Game7-austria-russia-61,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game7-austria-russia-61
Game7-austria-russia-65,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,Game7-austria-russia-65
Game7-austria-russia-66,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-austria-russia-66
Game7-austria-russia-67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Game7-austria-russia-67
Game7-austria-russia-72,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-austria-russia-72
Game7-austria-russia-82,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game7-austria-russia-82
Game7-austria-russia-84,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,Game7-austria-russia-84
Game7-austria-russia-85,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,Game7-austria-russia-85
Game7-austria-russia-86,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game7-austria-russia-86
Game7-austria-russia-96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Game7-austria-russia-96
Game7-austria-russia-98,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-austria-russia-98
Game7-austria-russia-104,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,Game7-austria-russia-104
Game7-austria-russia-107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Game7-austria-russia-107
Game7-austria-russia-109,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Game7-austria-russia-109
Game7-austria-russia-110,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,Game7-austria-russia-110
Game7-austria-russia-111,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-austria-russia-111
Game7-austria-russia-112,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Game7-austria-russia-112
Game7-austria-russia-118,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,Game7-austria-russia-118
Game7-austria-russia-121,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,Game7-austria-russia-121
Game7-austria-russia-137,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,Game7-austria-russia-137
Game7-austria-russia-140,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,Game7-austria-russia-140
Game7-austria-russia-145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Game7-austria-russia-145
Game7-austria-russia-146,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,Game7-austria-russia-146
Game7-england-austria-0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,Game7-england-austria-0
Game7-england-austria-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-england-austria-2
Game7-england-austria-4,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,Game7-england-austria-4
Game7-england-austria-8,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,Game7-england-austria-8
Game7-england-austria-15,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-austria-15
Game7-england-austria-17,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-england-austria-17
Game7-england-austria-19,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-austria-19
Game7-england-austria-21,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-austria-21
Game7-england-austria-23,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-england-austria-23
Game7-england-austria-26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-austria-26
Game7-turkey-austria-0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,Game7-turkey-austria-0
Game7-turkey-austria-7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Game7-turkey-austria-7
Game7-turkey-austria-8,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,Game7-turkey-austria-8
Game7-turkey-austria-9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-turkey-austria-9
Game7-turkey-austria-10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Game7-turkey-austria-10
Game7-turkey-austria-12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Game7-turkey-austria-12
Game7-turkey-austria-27,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Game7-turkey-austria-27
Game7-austria-france-1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,Game7-austria-france-1
Game7-austria-france-2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,Game7-austria-france-2
Game7-austria-france-6,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,Game7-austria-france-6
Game7-austria-france-8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,Game7-austria-france-8
Game7-austria-france-13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,Game7-austria-france-13
Game7-austria-france-14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-austria-france-14
Game7-england-russia-1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,Game7-england-russia-1
Game7-england-russia-2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-england-russia-2
Game7-england-russia-7,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-7
Game7-england-russia-8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-england-russia-8
Game7-england-russia-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Game7-england-russia-14
Game7-england-russia-19,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-england-russia-19
Game7-england-russia-20,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game7-england-russia-20
Game7-england-russia-27,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game7-england-russia-27
Game7-england-russia-28,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-england-russia-28
Game7-england-russia-29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,Game7-england-russia-29
Game7-england-russia-43,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,Game7-england-russia-43
Game7-england-russia-44,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,Game7-england-russia-44
Game7-england-russia-48,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,Game7-england-russia-48
Game7-turkey-russia-6,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-6
Game7-turkey-russia-9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Game7-turkey-russia-9
Game7-turkey-russia-10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,Game7-turkey-russia-10
Game7-turkey-russia-11,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,Game7-turkey-russia-11
Game7-turkey-russia-13,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,Game7-turkey-russia-13
Game7-turkey-russia-18,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-18
Game7-turkey-russia-20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-20
Game7-turkey-russia-23,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-23
Game7-turkey-russia-26,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,Game7-turkey-russia-26
Game7-turkey-russia-28,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,Game7-turkey-russia-28
Game7-turkey-russia-32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,Game7-turkey-russia-32
Game7-turkey-russia-33,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,Game7-turkey-russia-33
Game7-turkey-russia-34,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,Game7-turkey-russia-34
Game7-turkey-russia-35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Game7-turkey-russia-35
Game7-turkey-russia-44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Game7-turkey-russia-44
Game7-france-russia-5,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,Game7-france-russia-5
Game7-france-russia-6,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Game7-france-russia-6
Game7-france-russia-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Game7-france-russia-25
Game7-france-russia-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Game7-france-russia-26
Game7-turkey-england-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Game7-turkey-england-8
Game7-england-france-12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Game7-england-france-12
Game7-england-france-17,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,Game7-england-france-17
Game7-england-france-20,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,Game7-england-france-20
Game7-england-france-22,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Game7-england-france-22
Game7-england-france-25,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,Game7-england-france-25
Game7-england-france-31,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Game7-england-france-31
Game7-england-france-33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,Game7-england-france-33
Game7-england-france-39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Game7-england-france-39
